"Protein_A","Protein_B","Abd_A","Abd_B","Colony_Size"
"CAF40","CDC39","17.6","25.2",52175
"CAF40","NST1","17.6","10.7",23387
"CAF40","DEF1","17.6",463,30793
"CAF40","AGP3","17.6",51,22397
"CAF40","INP51","17.6","5.48",22657
"CAF40","ADK2","17.6","2.36",25268
"CAF40","CAF40","17.6","17.6",31613
"CAF40","NOT3","17.6","60.2",29810
"CAF40","NOT5","17.6","48.5",29424
"CAF40","POP2","17.6","13.9",50550
"CAF40","RPB5","17.6",173,23816
"CAF40","RNR2","17.6",352,23930
"CAJ1","ECM4",161,"21.9",23750
"CAN1","HNM1","4.97","19.7",20045
"CAN1","HXT1","4.97","46.7",49687
"CAN1","HXT5","4.97","26.3",22873
"CAN1","PDR5","4.97","87.1",38030
"CAN1","PHO88","4.97",404,20471
"CAN1","MAG1","4.97","4.23",71767
"CAN1","PUT4","4.97",409,24426
"CAN1","BAP2","4.97","32.1",35102
"CAN1","SHR3","4.97","35.7",43664
"CAN1","DIP5","4.97","10.7",72457
"CAN1","ERV25","4.97","88.8",39336
"CAN1","FCY2","4.97","39.8",23469
"CAN1","GAP1","4.97","11.9",134778
"CAN1","HXT3","4.97",142,104132
"CAN1","HXT7","4.97",124,96961
"CAN1","YDR524C-B","4.97",659,21542
"CAN1","PHO84","4.97",149,23982
"CAN1","IST2","4.97",136,29494
"CAN1","CHO1","4.97","37.3",67774
"CAN1","YLR050C","4.97","6.0",20423
"CAN1","AGP1","4.97","10.6",119859
"CAN1","CRP1","4.97",278,55687
"CAN1","OST1","4.97","52.8",55435
"CAN1","SAC1","4.97",137,43434
"CAN1","CAN1","4.97","4.97",97071
"CAN1","SPF1","4.97",108,64751
"CAP2","ARC40",103,"78.7",87958
"CAP2","SEC27",103,151,20454
"CAP2","SPE4",103,"10.6",20456
"CAP2","ARC35",103,132,50188
"CAP2","TWF1",103,"84.0",25880
"CAP2","ARC15",103,161,33769
"CAP2","PGM2",103,289,25626
"CAP2","ARO10",103,"37.2",31742
"CAP2","STF2",103,191,24916
"CAP2","CAP2",103,103,93918
"CAP2","CHC1",103,178,24714
"CAP2","HSV2",103,"4.29",42727
"CAP2","SRV2",103,255,55291
"CAP2","SEC26",103,105,20938
"CAP2","ECM4",103,"21.9",23815
"CAP2","ARO8",103,343,53141
"CAP2","GLN1",103,430,44881
"CAP2","VAS1",103,324,27053
"CAP2","OYE2",103,647,30923
"CAP2","VMA4",103,907,25554
"CAP2","IPP1",103,1633,52209
"CAP2","HSP12",103,1942,23353
"CAP2","CYS4",103,734,54793
"CAP2","RNR1",103,120,34216
"CAP2","RNR2",103,352,56561
"CAP2","MBF1",103,1007,21653
"CAP2","UBA1",103,284,32398
"CAP2","RTN1",103,542,25448
"CAR1","RAD59",170,"5.23",21651
"CBF1","CBF1",112,112,57845
"CBF1","URE2",112,"27.6",24332
"CBF1","CPR8",112,"2.67",20278
"CBF1","TAF2",112,"8.01",21350
"CBF1","MBF1",112,1007,21599
"CBF2","REG1","4.76","57.5",20462
"CBP2","KRE9","4.08","36.2",20934
"CBP2","SAM50","4.08","13.5",20729
"CBR1","ORM2",203,"28.2",25523
"CBR1","ERP1",203,122,28297
"CBR1","ERV25",203,"88.8",44862
"CBR1","GAP1",203,"11.9",61521
"CBR1","PHS1",203,"4.96",22902
"CBR1","PHO84",203,149,28212
"CBR1","SEC63",203,100,29128
"CBR1","RTN1",203,542,59321
"CBR1","ORM1",203,"23.4",29387
"CBR1","CHO1",203,"37.3",55446
"CBR1","AGP1",203,"10.6",100388
"CBR1","OST1",203,"52.8",86907
"CBR1","SAC1",203,137,34893
"CBR1","CAN1",203,"4.97",41968
"CBR1","SPF1",203,108,63173
"CBR1","ERP2",203,155,27001
"CBR1","YOP1",203,186,31863
"CBT1","ECM4","0.9","21.9",30468
"CCC1","ECM4","29.0","21.9",24318
"CCP1","MGM1",256,"22.5",22186
"CCP1","ECM4",256,"21.9",26034
"CCR4","MOT2","50.9","62.0",44509
"CCR4","CDC39","50.9","25.2",60683
"CCR4","SGT1","50.9","27.6",40894
"CCR4","CAF40","50.9","17.6",48986
"CCR4","LSM3","50.9",457,55035
"CCR4","NOT3","50.9","60.2",44376
"CCR4","NOT5","50.9","48.5",50119
"CCR4","CYS4","50.9",734,39845
"CCR4","RNR2","50.9",352,52225
"CCS1","RNR1",210,120,23486
"CCT6","PAT1",170,"44.2",22259
"CCT6","KRE9",170,"36.2",22812
"CCT6","STU2",170,"15.7",53150
"CCT6","ARF3",170,"35.9",21945
"CCT6","SAM50",170,"13.5",21704
"CCW12","ORM2","37.4","28.2",40862
"CCW12","GAP1","37.4","11.9",138317
"CCW12","GNP1","37.4","46.7",49616
"CCW12","PHS1","37.4","4.96",28739
"CCW12","NSG2","37.4","16.0",24999
"CCW12","IST2","37.4",136,21209
"CCW12","ORM1","37.4","23.4",23064
"CCW12","CHO1","37.4","37.3",110601
"CCW12","YLR050C","37.4","6.0",54311
"CCW12","GWT1","37.4","1.37",58384
"CCW12","AGP1","37.4","10.6",168423
"CCW12","OST1","37.4","52.8",80964
"CCW12","SAC1","37.4",137,46917
"CCW12","CAN1","37.4","4.97",65223
"CCW12","SPF1","37.4",108,85640
"CCW14","MET7",122,"26.1",20288
"CDC11","SHS1","53.9","63.0",100064
"CDC11","CDC11","53.9","53.9",76403
"CDC11","AAT2","53.9",474,24270
"CDC11","SYP1","53.9","62.6",30126
"CDC11","CDC24","53.9","14.5",21692
"CDC11","GPA2","53.9","23.4",21043
"CDC11","FLC1","53.9","6.34",21233
"CDC11","UBA1","53.9",284,20057
"CDC123","PEX29","9.7","19.4",21502
"CDC123","TAF2","9.7","8.01",21265
"CDC123","ECM4","9.7","21.9",22132
"CDC14","SAM50","82.6","13.5",22238
"CDC16","TAF2","18.0","8.01",22623
"CDC16","SAM50","18.0","13.5",23722
"CDC16","ECM4","18.0","21.9",20703
"CDC21","CAT2","42.3","70.6",22995
"CDC21","YHR078W","42.3",109,22834
"CDC24","BEM1","14.5","14.8",45073
"CDC26","DBP5","23.0",156,23406
"CDC28","YCS4","93.5","2.11",28445
"CDC28","DBP5","93.5",156,37033
"CDC28","RNR2","93.5",352,53415
"CDC36","PAT1","20.3","44.2",46960
"CDC36","MOT2","20.3","62.0",54904
"CDC36","UME1","20.3","32.3",21065
"CDC36","CDC39","20.3","25.2",23859
"CDC36","CAF40","20.3","17.6",34438
"CDC36","NOT3","20.3","60.2",34414
"CDC36","TAF2","20.3","8.01",22808
"CDC39","WHI3","25.2","19.0",43434
"CDC39","MOT2","25.2","62.0",63938
"CDC39","LSM4","25.2",545,34324
"CDC39","CDC39","25.2","25.2",44699
"CDC39","NST1","25.2","10.7",43827
"CDC39","INO1","25.2",108,22456
"CDC39","DEF1","25.2",463,44487
"CDC39","CAF40","25.2","17.6",79467
"CDC39","LSM3","25.2",457,39153
"CDC39","LSM6","25.2",284,29011
"CDC39","NOT3","25.2","60.2",78556
"CDC39","NOT5","25.2","48.5",56965
"CDC39","POP2","25.2","13.9",29100
"CDC39","ECM4","25.2","21.9",21921
"CDC39","GLN1","25.2",430,21411
"CDC39","IPP1","25.2",1633,20563
"CDC39","CYS4","25.2",734,20714
"CDC39","RNR1","25.2",120,28373
"CDC39","RNR2","25.2",352,33940
"CDC6","SAM50",176,"13.5",24100
"CDC73","YCS4","80.6","2.11",21270
"CDC73","APC11","80.6","1.13",23298
"CDC73","ESS1","80.6",123,22505
"CDC9","ECM4","14.0","21.9",21342
"CDC9","DBP5","14.0",156,22370
"CDD1","CDD1","16.2","16.2",28025
"CDH1","ECM4",519,"21.9",24051
"CDH1","DBP5",519,156,20071
"CEM1","GPI15","22.2","0.27",20105
"CEM1","UBC13","22.2","86.0",47493
"CEM1","YHR078W","22.2",109,21369
"CEM1","MGM1","22.2","22.5",26571
"CEP3","ECM4",295,"21.9",21970
"CFT1","DBP3","4.74",137,21561
"CFT1","RPN3","4.74","75.8",22258
"CFT1","RAM2","4.74","14.6",22144
"CHO1","ERV29","37.3","49.8",22597
"CHO1","RPN3","37.3","75.8",21363
"CHO1","ORM2","37.3","28.2",21344
"CHO1","ERP1","37.3",122,26128
"CHO1","ERV25","37.3","88.8",50962
"CHO1","GAP1","37.3","11.9",81018
"CHO1","VRG4","37.3","11.8",31427
"CHO1","SEC63","37.3",100,28300
"CHO1","RTN1","37.3",542,71573
"CHO1","CHO1","37.3","37.3",91830
"CHO1","ELO1","37.3","5.1",36953
"CHO1","AGP1","37.3","10.6",107244
"CHO1","OST1","37.3","52.8",117774
"CHO1","SAC1","37.3",137,48755
"CHO1","CAN1","37.3","4.97",35367
"CHO1","SPF1","37.3",108,71621
"CHO1","YOP1","37.3",186,37448
"CHO2","YMR253C","37.5","4.87",22130
"CHO2","MID2","37.5","7.82",20658
"CHO2","ERG11","37.5",133,46914
"CHO2","TAF2","37.5","8.01",22260
"CHO2","RTN1","37.5",542,47115
"CHO2","CHO1","37.5","37.3",24331
"CHO2","ELO1","37.5","5.1",24285
"CHO2","AGP1","37.5","10.6",29593
"CHO2","OST1","37.5","52.8",102842
"CHO2","SAC1","37.5",137,37892
"CHO2","SPF1","37.5",108,47390
"CHS1","FLC2","9.99","15.8",24293
"CHS1","PBP1","9.99",107,20606
"CHS1","GAP1","9.99","11.9",27235
"CHS1","CAN1","9.99","4.97",28333
"CHS3","CHS7","10.8","5.82",54880
"CHS3","MID2","10.8","7.82",22803
"CHS3","RET2","10.8",125,33720
"CHS3","PIN2","10.8","11.3",55992
"CHS3","KEX1","10.8","21.9",100223
"CHS3","KEX2","10.8","2.3",31273
"CHS3","FLC2","10.8","15.8",31396
"CHS3","FLC1","10.8","6.34",41192
"CHS3","DNF1","10.8","14.5",43533
"CHS3","DRS2","10.8","8.11",43317
"CHS3","RNR2","10.8",352,21689
"CHS5","SEC7","90.9","35.8",49471
"CHS5","CHS3","90.9","10.8",21515
"CHS5","CHS5","90.9","90.9",67646
"CHS5","KEX1","90.9","21.9",22879
"CHS5","FLC2","90.9","15.8",24678
"CHS5","ENT3","90.9",179,20435
"CHS5","DNF1","90.9","14.5",28890
"CHS5","SEC26","90.9",105,22797
"CHS5","VMA4","90.9",907,45472
"CHS5","IPP1","90.9",1633,20650
"CHS5","CYS4","90.9",734,23160
"CHS5","MBF1","90.9",1007,21143
"CHS7","CHS3","5.82","10.8",52343
"CHS7","PIN2","5.82","11.3",21061
"CHS7","LEU9","5.82",166,20796
"CHS7","KEX1","5.82","21.9",37351
"CHS7","SHR3","5.82","35.7",22528
"CHS7","TAF2","5.82","8.01",20401
"CHS7","SAM50","5.82","13.5",23893
"CHS7","GAP1","5.82","11.9",43451
"CHS7","AGP1","5.82","10.6",46104
"CHS7","OST1","5.82","52.8",39634
"CHS7","SPF1","5.82",108,34329
"CIC1","RLP7",123,162,21572
"CIC1","CIC1",123,123,40361
"CIC1","PWP1",123,103,47507
"CIC1","DBP2",123,271,21005
"CIC1","UBP10",123,"19.8",33267
"CIK1","ECM4",197,"21.9",25895
"CIK1","DBP5",197,156,20787
"CIS3","LSM1","96.8",1066,20037
"CIT2","CIT2",138,138,67890
"CKA1","CKB1","42.9","49.9",44187
"CKA1","ARO8","42.9",343,20036
"CKA1","RNR2","42.9",352,32583
"CKA2","CKB2",119,"61.8",20686
"CKA2","SAH1",119,1129,21390
"CKB1","CKA1","49.9","42.9",62229
"CKB1","CKA2","49.9",119,54609
"CKB1","CKB2","49.9","61.8",53300
"CKB1","DBP5","49.9",156,25048
"CKB1","RNR2","49.9",352,33753
"CKB2","CKA1","61.8","42.9",25035
"CKB2","CKA2","61.8",119,25801
"CKB2","CKB1","61.8","49.9",65421
"CKI1","NAP1","39.9",239,43176
"CKI1","RPN3","39.9","75.8",20643
"CKI1","ARO8","39.9",343,25552
"CKI1","OYE2","39.9",647,20088
"CKI1","VMA4","39.9",907,23769
"CKI1","HSP12","39.9",1942,20212
"CKI1","CYS4","39.9",734,20657
"CKI1","RNR2","39.9",352,37338
"CKS1","TAF2","34.3","8.01",21785
"CKS1","ECM4","34.3","21.9",22502
"CLA4","APC11","22.8","1.13",22175
"CLA4","STU2","22.8","15.7",22266
"CLA4","SAM50","22.8","13.5",26287
"CLB2","PRP43","5.47","85.5",21683
"CLB2","TAF2","5.47","8.01",22772
"CLB2","LSM1","5.47",1066,21032
"CLB2","SAM50","5.47","13.5",20821
"CLB2","ECM4","5.47","21.9",22246
"CLB2","DBP5","5.47",156,22005
"CLB3","NAB3","4.92","47.8",21549
"CLB3","LSM1","4.92",1066,21480
"CLB3","DBP5","4.92",156,20912
"CLB6","SAM50","2.57","13.5",32438
"CLB6","ECM4","2.57","21.9",21131
"CLF1","URE2","1.29","27.6",23705
"CLG1","ECM4","1.15","21.9",28458
"CLN2","ECM4","3.62","21.9",21344
"CLN3","DBP5",422,156,22858
"CLP1","LDB16","11.4","1.28",20926
"CLP1","ECM4","11.4","21.9",26526
"CLP1","DBP5","11.4",156,24337
"CMK1","SAM50","47.8","13.5",21391
"CMK1","RNR2","47.8",352,33687
"CMK2","PGM2","31.8",289,20171
"CMK2","ARO8","31.8",343,29429
"CMK2","RNR1","31.8",120,23174
"CMK2","RNR2","31.8",352,37109
"CMK2","SAH1","31.8",1129,21419
"CMP2","RNR2","45.6",352,28572
"CNB1","RCN1","66.7","16.6",20430
"CNB1","CMP2","66.7","45.6",38437
"CNB1","CNA1","66.7","21.9",24168
"CNE1","APC11","2.43","1.13",21039
"CNE1","BCY1","2.43",149,20955
"CNE1","RPN3","2.43","75.8",20688
"CNE1","TAF2","2.43","8.01",21077
"CNE1","CHO1","2.43","37.3",57836
"CNE1","ROT1","2.43","11.0",26624
"CNM67","SAM50","8.27","13.5",22332
"CNS1","HGH1","55.7","44.5",49066
"COG3","RBD2","11.9","22.4",22349
"COG3","VPS52","11.9","7.03",41949
"COG3","COG3","11.9","11.9",43070
"COG6","COG3","7.03","11.9",31283
"COR1","ECM4",395,"21.9",22529
"COS1","YCR043C","5.87","15.1",20118
"COS1","MLP1","5.87","62.8",23197
"COS1","PHO88","5.87",404,28983
"COS1","PEX29","5.87","19.4",21549
"COS1","RIM1","5.87",351,20265
"COS1","ERG11","5.87",133,20254
"COS1","ADK2","5.87","2.36",22413
"COS1","ECM4","5.87","21.9",20819
"COS1","GAP1","5.87","11.9",25201
"COS1","ICE2","5.87","4.34",23667
"COS1","PHO84","5.87",149,48003
"COS1","CHO1","5.87","37.3",35378
"COS1","VCX1","5.87","29.0",27924
"COS1","AGP1","5.87","10.6",93636
"COS1","OST1","5.87","52.8",38937
"COS1","SAC1","5.87",137,38887
"COS1","SPF1","5.87",108,72339
"COS111","SAM50","0.09","13.5",26685
"COS2","PEX29","5.35","19.4",25707
"COS2","RIM1","5.35",351,21593
"COS2","STU2","5.35","15.7",23754
"COS2","SLD3","5.35",418,20002
"COS2","TAF2","5.35","8.01",25326
"COS2","ECM4","5.35","21.9",25535
"COS2","PHO84","5.35",149,20532
"COS2","AGP1","5.35","10.6",38507
"COS3","TAF2","5.35","8.01",26383
"COS3","AGP1","5.35","10.6",95919
"COS3","OST1","5.35","52.8",29157
"COS3","SPF1","5.35",108,43301
"COS4","YCR043C","5.92","15.1",27130
"COS4","PHO88","5.92",404,27054
"COS4","ERG11","5.92",133,39515
"COS4","ERV25","5.92","88.8",25420
"COS4","GAP1","5.92","11.9",40052
"COS4","ICE2","5.92","4.34",28358
"COS4","PHO84","5.92",149,34315
"COS4","CHO1","5.92","37.3",45701
"COS4","VCX1","5.92","29.0",26988
"COS4","AGP1","5.92","10.6",118134
"COS4","OST1","5.92","52.8",63690
"COS4","SAC1","5.92",137,33469
"COS4","SPF1","5.92",108,68603
"COS4","UBP1","5.92","44.6",20082
"COS5","AGP1","2.49","10.6",36400
"COS6","AGP1","6.54","10.6",48930
"COS7","PEX29","1.48","19.4",24904
"COS7","ECM4","1.48","21.9",20987
"COS7","AGP1","1.48","10.6",26368
"COS8","GGC1","3.2",188,27139
"COS8","HRK1","3.2","79.5",26866
"COS8","GPI15","3.2","0.27",28668
"COS8","GPI17","3.2","26.0",28741
"COS8","ERG11","3.2",133,44708
"COS8","IDI1","3.2",187,29651
"COS8","GAT2","3.2",65,27811
"COS8","YHR078W","3.2",109,29342
"COS8","GAP1","3.2","11.9",36882
"COS8","SEC63","3.2",100,30128
"COS8","CHO1","3.2","37.3",33326
"COS8","AGP1","3.2","10.6",93398
"COS8","OST1","3.2","52.8",60987
"COS8","SAC1","3.2",137,43767
"COS8","SPF1","3.2",108,58531
"COT1","HXT1","32.2","46.7",35136
"COT1","GTR2","32.2","7.58",27596
"COT1","MEH1","32.2","16.5",32716
"COT1","PMC1","32.2","14.7",65469
"COT1","VAC8","32.2","76.0",23817
"COT1","VMA13","32.2",207,21877
"COT1","VPH1","32.2",149,20782
"COT1","COT1","32.2","32.2",116294
"COT1","VPS68","32.2","11.3",31606
"COT1","ATG27","32.2","39.3",49363
"COT1","YBT1","32.2","32.7",21590
"COT1","FTH1","32.2","9.96",60855
"COT1","YML018C","32.2",881,45188
"COT1","CRP1","32.2",278,56432
"COX23","SWI6","27.1","33.6",23761
"COX5A","TAF2",134,"8.01",20179
"COX5B","TAF2","80.6","8.01",20506
"COX7","UBP6","32.3",126,21947
"COX7","GTT1","32.3",112,22151
"COX7","GYL1","32.3","16.1",22586
"COX7","BCY1","32.3",149,20580
"COX7","MSH4","32.3",105,22005
"COX7","GGC1","32.3",188,23661
"COX7","HBS1","32.3","31.8",22706
"COX7","UBC13","32.3","86.0",26189
"COX7","IDI1","32.3",187,26706
"COX7","RHO1","32.3",252,21584
"COX7","NAB3","32.3","47.8",26102
"COX7","YHR078W","32.3",109,30091
"COX7","LSM1","32.3",1066,23320
"COX7","MGM1","32.3","22.5",30422
"COX7","ECM4","32.3","21.9",20884
"COX8","TAF2","32.4","8.01",22218
"COX8","LSM1","32.4",1066,21382
"COX8","ECM4","32.4","21.9",20950
"COX8","DBP5","32.4",156,20434
"CPR4","TAF2","5.84","8.01",24388
"CPR4","SAM50","5.84","13.5",20465
"CPR4","CHO1","5.84","37.3",27404
"CPR4","AGP1","5.84","10.6",28015
"CPR4","OST1","5.84","52.8",97644
"CPR6","DEF1",424,463,47754
"CPR6","PBP1",424,107,26955
"CPR6","GLN1",424,430,22000
"CPR6","CYS4",424,734,22763
"CPR6","RNR1",424,120,40091
"CPR7","PET191","35.2","85.7",23990
"CPR7","URE2","35.2","27.6",21242
"CPT1","YCR043C","28.5","15.1",20176
"CPT1","RBD2","28.5","22.4",39704
"CPT1","PPZ1","28.5","47.0",28544
"CPT1","CPT1","28.5","28.5",36937
"CPT1","EPT1","28.5","7.52",20166
"CPT1","ERG11","28.5",133,39294
"CPT1","ERP1","28.5",122,24441
"CPT1","ERV25","28.5","88.8",40248
"CPT1","GAP1","28.5","11.9",41833
"CPT1","VRG4","28.5","11.8",48911
"CPT1","PHO84","28.5",149,35712
"CPT1","SEC63","28.5",100,25949
"CPT1","RTN1","28.5",542,33808
"CPT1","YET1","28.5","76.4",21354
"CPT1","CHO1","28.5","37.3",65557
"CPT1","ELO1","28.5","5.1",22349
"CPT1","AGP1","28.5","10.6",108849
"CPT1","OST1","28.5","52.8",81224
"CPT1","SAC1","28.5",137,70740
"CPT1","CAN1","28.5","4.97",20664
"CPT1","SPF1","28.5",108,80238
"CPT1","UBP1","28.5","44.6",25790
"CRC1","ARF3","12.1","35.9",20278
"CRC1","ERR1","12.1","80.4",24725
"CRC1","SAM50","12.1","13.5",21162
"CRD1","SAM50",688,"13.5",27395
"CRH1","PEX29","33.2","19.4",21763
"CRH1","TAF2","33.2","8.01",20454
"CRP1","HXT1",278,"46.7",44043
"CRP1","HXT5",278,"26.3",29672
"CRP1","ITR1",278,"42.0",23369
"CRP1","GTT1",278,112,26802
"CRP1","MUP1",278,"16.2",23638
"CRP1","PDR12",278,"14.2",45979
"CRP1","PDR5",278,"87.1",33020
"CRP1","PEX11",278,"64.6",48076
"CRP1","ALO1",278,104,55831
"CRP1","SFK1",278,"7.29",23475
"CRP1","TPO2",278,"30.3",24328
"CRP1","TPO3",278,"25.7",42378
"CRP1","AYR1",278,"92.3",21085
"CRP1","SNQ2",278,"26.3",36543
"CRP1","TPO1",278,"8.4",32557
"CRP1","BAP2",278,"32.1",28316
"CRP1","FMP45",278,"29.3",22025
"CRP1","GAP1",278,"11.9",35035
"CRP1","HXT3",278,142,54333
"CRP1","HXT7",278,124,68708
"CRP1","CHO1",278,"37.3",49143
"CRP1","ERG1",278,"90.2",30735
"CRP1","AGP1",278,"10.6",71956
"CRP1","CRP1",278,278,73390
"CRP1","CAN1",278,"4.97",24235
"CRP1","SPF1",278,108,30178
"CRZ1","SFL1","12.4","12.4",20107
"CSG2","SHR3","6.2","35.7",21957
"CSG2","ERV25","6.2","88.8",21698
"CSG2","GAP1","6.2","11.9",46878
"CSG2","TNA1","6.2","4.01",40875
"CSG2","CHO1","6.2","37.3",35693
"CSG2","ERG1","6.2","90.2",22792
"CSG2","AGP1","6.2","10.6",138826
"CSG2","OST1","6.2","52.8",84886
"CSG2","SAC1","6.2",137,33325
"CSG2","SPF1","6.2",108,69956
"CSL4","SKI3","77.4","14.5",21731
"CSL4","RIM1","77.4",351,23176
"CSL4","YHR078W","77.4",109,22496
"CSL4","ECM4","77.4","21.9",28002
"CSL4","DBP5","77.4",156,23286
"CSL4","RNR2","77.4",352,40226
"CSL4","UBA1","77.4",284,20003
"CSM2","ECM4",235,"21.9",20266
"CSR2","NUF2",728,"7.77",21426
"CSR2","MGM1",728,"22.5",20398
"CST6","CDC40","36.0","5.16",20394
"CST6","PEX29","36.0","19.4",20635
"CST6","GGC1","36.0",188,20263
"CST6","SUT1","36.0",255,21031
"CST6","IDI1","36.0",187,25515
"CST6","YHR078W","36.0",109,21450
"CST6","LSM1","36.0",1066,24990
"CST6","MGM1","36.0","22.5",24471
"CST6","ECM4","36.0","21.9",20334
"CTF18","PRP43","5.28","85.5",24035
"CTF18","SYF2","5.28","20.9",22491
"CTF18","MSH2","5.28","13.7",20293
"CTF4","TAF2","17.1","8.01",24577
"CTF4","ECM4","17.1","21.9",21372
"CTH1","AFT2",748,255,21038
"CTH1","HIS6",748,"29.5",23521
"CTI6","RPN3","20.5","75.8",20075
"CTK1","PRP43","8.66","85.5",22078
"CTK1","YCS4","8.66","2.11",20622
"CTK1","RIX7","8.66","30.2",21333
"CTK1","SPP382","8.66","0.88",23695
"CTK1","PWP1","8.66",103,24450
"CTK1","STU2","8.66","15.7",25138
"CTK1","TAF2","8.66","8.01",27915
"CTK1","SAM50","8.66","13.5",22082
"CTK2","PWP1","4.29",103,20584
"CTK2","TAF2","4.29","8.01",24035
"CTK2","ECM4","4.29","21.9",21317
"CTK3","SPP382","12.8","0.88",21197
"CTK3","CTK2","12.8","4.29",23224
"CTK3","ERR1","12.8","80.4",20128
"CTK3","TAF2","12.8","8.01",22704
"CTK3","ECM4","12.8","21.9",22526
"CTL1","SAM50",286,"13.5",20648
"CTM1","TAF2",827,"8.01",21396
"CTR1","CTR1","47.3","47.3",33412
"CTR1","HSP30","47.3","64.3",31545
"CTT1","PGM2","80.3",289,37623
"CTT1","HUG1","80.3","1.82",31251
"CTT1","GLN1","80.3",430,23075
"CTT1","IPP1","80.3",1633,22032
"CTT1","CYS4","80.3",734,22893
"CTT1","RNR1","80.3",120,29682
"CTT1","RNR2","80.3",352,45057
"CUE2","ERR1","1.05","80.4",22253
"CUE4","ILM1","45.3","33.0",51986
"CUE4","AGP1","45.3","10.6",23544
"CUE5","YSC84",158,"47.9",68246
"CUE5","LSB3",158,"72.8",58394
"CUE5","YLR326W",158,"12.2",20302
"CUE5","CUE5",158,158,71728
"CUE5","DNF1",158,"14.5",21945
"CUE5","ECM4",158,"21.9",20532
"CUE5","ARO8",158,343,22361
"CUE5","GLN1",158,430,26629
"CUE5","CYS4",158,734,28929
"CUE5","RNR1",158,120,27857
"CUP1-2","ARC18",507,140,22658
"CUP1-2","VMA8",507,122,29134
"CUP1-2","HSL7",507,"5.41",22311
"CUP1-2","MXR1",507,111,26628
"CUP1-2","CHC1",507,178,29592
"CUP1-2","ARO8",507,343,41959
"CUP1-2","GLN1",507,430,28653
"CUP1-2","VMA4",507,907,46808
"CUP1-2","IPP1",507,1633,36870
"CUP1-2","HSP12",507,1942,24384
"CUP1-2","RNR1",507,120,27774
"CUP1-2","RNR2",507,352,32985
"CUP1-2","MBF1",507,1007,21932
"CUP2","UBP6",652,126,22639
"CUP2","GPM3",652,"11.1",22932
"CUP2","UBC13",652,"86.0",26967
"CUP2","IDI1",652,187,22329
"CUP2","RHO3",652,106,23426
"CUP9","TAF13","1.05","88.4",20703
"CUP9","DBP3","1.05",137,21410
"CUP9","RIX7","1.05","30.2",20731
"CUP9","STU2","1.05","15.7",20035
"CUP9","SWI6","1.05","33.6",26947
"CUP9","URE2","1.05","27.6",21301
"CUP9","NPR1","1.05","61.1",20865
"CUP9","YHR078W","1.05",109,21292
"CUP9","TAF2","1.05","8.01",24991
"CUP9","DBP5","1.05",156,27381
"CWC22","NET1","2.24",125,24409
"CWC25","SAM50","14.1","13.5",21225
"CWH41","PRP43","33.9","85.5",20186
"CWH41","BCY1","33.9",149,22257
"CWH41","HUG1","33.9","1.82",28161
"CWH41","ARO8","33.9",343,26886
"CWH41","RNR1","33.9",120,32531
"CWH43","GPX1","7.24","36.0",20921
"CWP2","ALO1","15.8",104,50221
"CWP2","GAP1","15.8","11.9",20960
"CWP2","AGP1","15.8","10.6",67001
"CYC1","URE2",528,"27.6",26760
"CYC1","SAM50",528,"13.5",24796
"CYC1","ECM4",528,"21.9",22785
"CYC1","DBP5",528,156,20045
"CYC7","DBP3",172,137,26131
"CYC7","PEX22",172,"4.21",20282
"CYC7","URE2",172,"27.6",25220
"CYC7","TAF2",172,"8.01",30822
"CYC7","ECM4",172,"21.9",28782
"CYC8","YHR078W","95.0",109,22579
"CYC8","TAF2","95.0","8.01",33187
"CYK3","KRE9","4.79","36.2",22162
"CYR1","CYR1","18.9","18.9",33156
"CYT1","ERR1",166,"80.4",25053
"DAD1","DBP5","38.4",156,21876
"DAD2","MET7","14.6","26.1",21399
"DAD2","APL2","14.6","17.2",22449
"DAD2","CPR8","14.6","2.67",20301
"DAD3","BUD21","28.1","55.3",22079
"DAD3","IDI1","28.1",187,20588
"DAD3","YHR078W","28.1",109,31749
"DAD3","ECM4","28.1","21.9",27299
"DAK2","VPS15","1.88",974,25904
"DAK2","CTR1","1.88","47.3",21244
"DAK2","PNP1","1.88","42.6",22607
"DAK2","ERR1","1.88","80.4",20644
"DAK2","YHR078W","1.88",109,20177
"DAK2","ECM4","1.88","21.9",20896
"DAL82","MOH1","3.46","1.06",21711
"DAL82","RIM1","3.46",351,23055
"DAL82","YHR078W","3.46",109,24295
"DAL82","ECM4","3.46","21.9",30455
"DAM1","UBP6","6.14",126,21138
"DAM1","ACF2","6.14","7.4",21730
"DAM1","UBC13","6.14","86.0",22137
"DAM1","RTS3","6.14","4.22",25667
"DAP1","YHR045W","71.2","8.99",54271
"DAP1","ALO1","71.2",104,22316
"DAP1","RTN1","71.2",542,24543
"DAP1","AGP1","71.2","10.6",33513
"DBF20","LSM1","15.9",1066,20793
"DBP1","PUB1","48.7",319,26168
"DBP1","DED1","48.7",399,37529
"DBP1","GIS2","48.7",399,26289
"DBP1","PSP2","48.7","51.3",32909
"DBP1","DBP1","48.7","48.7",41289
"DBP1","SSD1","48.7","57.6",30171
"DBP1","MBF1","48.7",1007,29637
"DBP2","PRP43",271,"85.5",40527
"DBP2","BRX1",271,117,32859
"DBP2","THO1",271,315,28883
"DBP2","NOC2",271,"86.6",30889
"DBP2","GIS2",271,399,39700
"DBP2","CIC1",271,123,24043
